"Date.as.of","Start.Date","End.Date","State","County.name","FIPS.County.Code","Urban.Rural.Code","Deaths.involving.COVID.19","Deaths.from.All.Causes","Footnote"
"12/08/2021","01/01/2020","12/04/2021","IA","Carroll County",19027,"Noncore",51,495,""
"12/08/2021","01/01/2020","12/04/2021","IA","Cass County",19029,"Noncore",56,349,""
"12/08/2021","01/01/2020","12/04/2021","IA","Cedar County",19031,"Noncore",10,271,""
"12/08/2021","01/01/2020","12/04/2021","IA","Cerro Gordo County",19033,"Micropolitan",217,1539,""
"12/08/2021","01/01/2020","12/04/2021","IA","Cherokee County",19035,"Noncore",35,303,""
"12/08/2021","01/01/2020","12/04/2021","IA","Chickasaw County",19037,"Noncore",NA,219,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Clarke County",19039,"Noncore",21,211,""
"12/08/2021","01/01/2020","12/04/2021","IA","Clay County",19041,"Micropolitan",23,317,""
"12/08/2021","01/01/2020","12/04/2021","IA","Clayton County",19043,"Noncore",51,359,""
"12/08/2021","01/01/2020","12/04/2021","IA","Clinton County",19045,"Micropolitan",115,970,""
"12/08/2021","01/01/2020","12/04/2021","IA","Crawford County",19047,"Noncore",38,277,""
"12/08/2021","01/01/2020","12/04/2021","IA","Dallas County",19049,"Medium metro",84,855,""
"12/08/2021","01/01/2020","12/04/2021","IA","Davis County",19051,"Micropolitan",18,120,""
"12/08/2021","01/01/2020","12/04/2021","IA","Decatur County",19053,"Noncore",NA,137,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Delaware County",19055,"Noncore",40,305,""
"12/08/2021","01/01/2020","12/04/2021","IA","Des Moines County",19057,"Micropolitan",122,1086,""
"12/08/2021","01/01/2020","12/04/2021","IA","Dickinson County",19059,"Micropolitan",41,364,""
"12/08/2021","01/01/2020","12/04/2021","IA","Dubuque County",19061,"Small metro",286,2056,""
"12/08/2021","01/01/2020","12/04/2021","IA","Emmet County",19063,"Noncore",38,233,""
"12/08/2021","01/01/2020","12/04/2021","IA","Fayette County",19065,"Noncore",36,417,""
"12/08/2021","01/01/2020","12/04/2021","IA","Floyd County",19067,"Noncore",31,294,""
"12/08/2021","01/01/2020","12/04/2021","IA","Franklin County",19069,"Noncore",14,217,""
"12/08/2021","01/01/2020","12/04/2021","IA","Fremont County",19071,"Noncore",NA,112,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Greene County",19073,"Noncore",11,171,""
"12/08/2021","01/01/2020","12/04/2021","IA","Grundy County",19075,"Small metro",28,283,""
"12/08/2021","01/01/2020","12/04/2021","IA","Guthrie County",19077,"Medium metro",19,196,""
"12/08/2021","01/01/2020","12/04/2021","IA","Hamilton County",19079,"Noncore",44,289,""
"12/08/2021","01/01/2020","12/04/2021","IA","Hancock County",19081,"Noncore",30,216,""
"12/08/2021","01/01/2020","12/04/2021","IA","Hardin County",19083,"Noncore",34,352,""
"12/08/2021","01/01/2020","12/04/2021","IA","Harrison County",19085,"Medium metro",60,345,""
"12/08/2021","01/01/2020","12/04/2021","IA","Henry County",19087,"Noncore",36,403,""
"12/08/2021","01/01/2020","12/04/2021","IA","Howard County",19089,"Noncore",25,228,""
"12/08/2021","01/01/2020","12/04/2021","IA","Humboldt County",19091,"Noncore",23,154,""
"12/08/2021","01/01/2020","12/04/2021","IA","Ida County",19093,"Noncore",33,192,""
"12/08/2021","01/01/2020","12/04/2021","IA","Iowa County",19095,"Noncore",17,332,""
"12/08/2021","01/01/2020","12/04/2021","IA","Jackson County",19097,"Noncore",28,388,""
"12/08/2021","01/01/2020","12/04/2021","IA","Jasper County",19099,"Micropolitan",48,571,""
"12/08/2021","01/01/2020","12/04/2021","IA","Jefferson County",19101,"Micropolitan",26,314,""
"12/08/2021","01/01/2020","12/04/2021","IA","Johnson County",19103,"Small metro",453,4001,""
"12/08/2021","01/01/2020","12/04/2021","IA","Jones County",19105,"Medium metro",33,345,""
"12/08/2021","01/01/2020","12/04/2021","IA","Keokuk County",19107,"Noncore",24,214,""
"12/08/2021","01/01/2020","12/04/2021","IA","Kossuth County",19109,"Noncore",51,301,""
"12/08/2021","01/01/2020","12/04/2021","IA","Lee County",19111,"Micropolitan",70,743,""
"12/08/2021","01/01/2020","12/04/2021","IA","Linn County",19113,"Medium metro",514,4313,""
"12/08/2021","01/01/2020","12/04/2021","IA","Louisa County",19115,"Noncore",26,138,""
"12/08/2021","01/01/2020","12/04/2021","IA","Lucas County",19117,"Noncore",18,184,""
"12/08/2021","01/01/2020","12/04/2021","IA","Lyon County",19119,"Noncore",24,147,""
"12/08/2021","01/01/2020","12/04/2021","IA","Madison County",19121,"Medium metro",14,211,""
"12/08/2021","01/01/2020","12/04/2021","IA","Mahaska County",19123,"Micropolitan",58,444,""
"12/08/2021","01/01/2020","12/04/2021","IA","Marion County",19125,"Noncore",81,624,""
"12/08/2021","01/01/2020","12/04/2021","IA","Marshall County",19127,"Micropolitan",58,903,""
"12/08/2021","01/01/2020","12/04/2021","IA","Mills County",19129,"Medium metro",NA,154,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Mitchell County",19131,"Noncore",41,269,""
"12/08/2021","01/01/2020","12/04/2021","IA","Monona County",19133,"Noncore",30,273,""
"12/08/2021","01/01/2020","12/04/2021","IA","Monroe County",19135,"Noncore",30,176,""
"12/08/2021","01/01/2020","12/04/2021","IA","Montgomery County",19137,"Noncore",38,307,""
"12/08/2021","01/01/2020","12/04/2021","IA","Muscatine County",19139,"Micropolitan",79,707,""
"12/08/2021","01/01/2020","12/04/2021","IA","O'Brien County",19141,"Noncore",50,340,""
"12/08/2021","01/01/2020","12/04/2021","IA","Osceola County",19143,"Noncore",11,144,""
"12/08/2021","01/01/2020","12/04/2021","IA","Page County",19145,"Noncore",20,343,""
"12/08/2021","01/01/2020","12/04/2021","IA","Palo Alto County",19147,"Noncore",26,237,""
"12/08/2021","01/01/2020","12/04/2021","IA","Plymouth County",19149,"Small metro",52,415,""
"12/08/2021","01/01/2020","12/04/2021","IA","Pocahontas County",19151,"Noncore",17,164,""
"12/08/2021","01/01/2020","12/04/2021","IA","Polk County",19153,"Medium metro",1285,10493,""
"12/08/2021","01/01/2020","12/04/2021","IA","Pottawattamie County",19155,"Medium metro",230,2016,""
"12/08/2021","01/01/2020","12/04/2021","IA","Poweshiek County",19157,"Noncore",42,410,""
"12/08/2021","01/01/2020","12/04/2021","IA","Ringgold County",19159,"Noncore",22,187,""
"12/08/2021","01/01/2020","12/04/2021","IA","Sac County",19161,"Noncore",13,211,""
"12/08/2021","01/01/2020","12/04/2021","IA","Scott County",19163,"Medium metro",351,3853,""
"12/08/2021","01/01/2020","12/04/2021","IA","Shelby County",19165,"Noncore",37,278,""
"12/08/2021","01/01/2020","12/04/2021","IA","Sioux County",19167,"Noncore",51,444,""
"12/08/2021","01/01/2020","12/04/2021","IA","Story County",19169,"Small metro",113,1297,""
"12/08/2021","01/01/2020","12/04/2021","IA","Tama County",19171,"Noncore",43,257,""
"12/08/2021","01/01/2020","12/04/2021","IA","Taylor County",19173,"Noncore",NA,92,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Union County",19175,"Noncore",26,313,""
"12/08/2021","01/01/2020","12/04/2021","IA","Van Buren County",19177,"Noncore",15,141,""
"12/08/2021","01/01/2020","12/04/2021","IA","Wapello County",19179,"Micropolitan",94,728,""
"12/08/2021","01/01/2020","12/04/2021","IA","Warren County",19181,"Medium metro",51,665,""
"12/08/2021","01/01/2020","12/04/2021","IA","Washington County",19183,"Small metro",49,416,""
"12/08/2021","01/01/2020","12/04/2021","IA","Wayne County",19185,"Noncore",22,151,""
"12/08/2021","01/01/2020","12/04/2021","IA","Webster County",19187,"Micropolitan",159,1112,""
"12/08/2021","01/01/2020","12/04/2021","IA","Winnebago County",19189,"Noncore",22,179,""
"12/08/2021","01/01/2020","12/04/2021","IA","Winneshiek County",19191,"Noncore",38,310,""
"12/08/2021","01/01/2020","12/04/2021","IA","Woodbury County",19193,"Small metro",436,2714,""
"12/08/2021","01/01/2020","12/04/2021","IA","Worth County",19195,"Micropolitan",NA,102,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IA","Wright County",19197,"Noncore",34,282,""
"12/08/2021","01/01/2020","12/04/2021","ID","Ada County",16001,"Medium metro",1278,8940,""
"12/08/2021","01/01/2020","12/04/2021","ID","Adams County",16003,"Noncore",NA,58,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Bannock County",16005,"Small metro",241,1795,""
"12/08/2021","01/01/2020","12/04/2021","ID","Bear Lake County",16007,"Noncore",10,129,""
"12/08/2021","01/01/2020","12/04/2021","ID","Benewah County",16009,"Noncore",10,174,""
"12/08/2021","01/01/2020","12/04/2021","ID","Bingham County",16011,"Micropolitan",54,700,""
"12/08/2021","01/01/2020","12/04/2021","ID","Blaine County",16013,"Micropolitan",12,226,""
"12/08/2021","01/01/2020","12/04/2021","ID","Boise County",16015,"Medium metro",NA,128,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Bonner County",16017,"Micropolitan",95,820,""
"12/08/2021","01/01/2020","12/04/2021","ID","Bonneville County",16019,"Small metro",374,2635,""
"12/08/2021","01/01/2020","12/04/2021","ID","Boundary County",16021,"Noncore",37,235,""
"12/08/2021","01/01/2020","12/04/2021","ID","Butte County",16023,"Small metro",NA,51,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Canyon County",16027,"Medium metro",507,3438,""
"12/08/2021","01/01/2020","12/04/2021","ID","Caribou County",16029,"Noncore",12,123,""
"12/08/2021","01/01/2020","12/04/2021","ID","Cassia County",16031,"Micropolitan",16,392,""
"12/08/2021","01/01/2020","12/04/2021","ID","Clark County",16033,"Noncore",NA,17,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Clearwater County",16035,"Noncore",27,218,""
"12/08/2021","01/01/2020","12/04/2021","ID","Custer County",16037,"Noncore",NA,76,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Elmore County",16039,"Micropolitan",17,360,""
"12/08/2021","01/01/2020","12/04/2021","ID","Franklin County",16041,"Small metro",15,191,""
"12/08/2021","01/01/2020","12/04/2021","ID","Fremont County",16043,"Micropolitan",NA,188,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Gem County",16045,"Medium metro",34,456,""
"12/08/2021","01/01/2020","12/04/2021","ID","Gooding County",16047,"Noncore",19,285,""
"12/08/2021","01/01/2020","12/04/2021","ID","Idaho County",16049,"Noncore",25,325,""
"12/08/2021","01/01/2020","12/04/2021","ID","Jefferson County",16051,"Small metro",10,232,""
"12/08/2021","01/01/2020","12/04/2021","ID","Jerome County",16053,"Micropolitan",11,287,""
"12/08/2021","01/01/2020","12/04/2021","ID","Kootenai County",16055,"Small metro",518,3942,""
"12/08/2021","01/01/2020","12/04/2021","ID","Latah County",16057,"Micropolitan",31,450,""
"12/08/2021","01/01/2020","12/04/2021","ID","Lemhi County",16059,"Noncore",NA,194,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Lewis County",16061,"Noncore",NA,69,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Lincoln County",16063,"Micropolitan",NA,57,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Madison County",16065,"Micropolitan",30,458,""
"12/08/2021","01/01/2020","12/04/2021","ID","Minidoka County",16067,"Micropolitan",33,297,""
"12/08/2021","01/01/2020","12/04/2021","ID","Nez Perce County",16069,"Small metro",111,1179,""
"12/08/2021","01/01/2020","12/04/2021","ID","Oneida County",16071,"Noncore",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Owyhee County",16073,"Medium metro",23,212,""
"12/08/2021","01/01/2020","12/04/2021","ID","Payette County",16075,"Micropolitan",29,430,""
"12/08/2021","01/01/2020","12/04/2021","ID","Power County",16077,"Noncore",NA,124,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Shoshone County",16079,"Noncore",33,276,""
"12/08/2021","01/01/2020","12/04/2021","ID","Teton County",16081,"Micropolitan",NA,69,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Twin Falls County",16083,"Micropolitan",356,2101,""
"12/08/2021","01/01/2020","12/04/2021","ID","Valley County",16085,"Noncore",NA,160,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ID","Washington County",16087,"Noncore",21,248,""
"12/08/2021","01/01/2020","12/04/2021","IL","Adams County",17001,"Micropolitan",300,2141,""
"12/08/2021","01/01/2020","12/04/2021","IL","Alexander County",17003,"Small metro",NA,86,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","IL","Bond County",17005,"Large fringe metro",21,275,""
"12/08/2021","01/01/2020","12/04/2021","IL","Boone County",17007,"Medium metro",43,669,""
"12/08/2021","01/01/2020","12/04/2021","IL","Brown County",17009,"Noncore",12,76,""
"12/08/2021","01/01/2020","12/04/2021","IL","Bureau County",17011,"Micropolitan",92,807,""
"12/08/2021","01/01/2020","12/04/2021","IL","Carroll County",17015,"Noncore",15,248,""
"12/08/2021","01/01/2020","12/04/2021","IL","Cass County",17017,"Noncore",24,168,""
"12/08/2021","01/01/2020","12/04/2021","IL","Champaign County",17019,"Small metro",452,4051,""
"12/08/2021","01/01/2020","12/04/2021","IL","Christian County",17021,"Micropolitan",59,694,""
"12/08/2021","01/01/2020","12/04/2021","IL","Clark County",17023,"Noncore",23,290,""
"12/08/2021","01/01/2020","12/04/2021","IL","Clay County",17025,"Noncore",32,261,""
"12/08/2021","01/01/2020","12/04/2021","IL","Clinton County",17027,"Large fringe metro",31,572,""
"12/08/2021","01/01/2020","12/04/2021","IL","Coles County",17029,"Micropolitan",157,1244,""
"12/08/2021","01/01/2020","12/04/2021","IL","Cook County",17031,"Large central metro",11717,94004,""
"12/08/2021","01/01/2020","12/04/2021","IL","Crawford County",17033,"Noncore",30,312,""
"12/08/2021","01/01/2020","12/04/2021","IL","Cumberland County",17035,"Micropolitan",17,180,""
"12/08/2021","01/01/2020","12/04/2021","IL","DeKalb County",17037,"Large fringe metro",151,1627,""
"12/08/2021","01/01/2020","12/04/2021","IL","De Witt County",17039,"Small metro",26,303,""
"12/08/2021","01/01/2020","12/04/2021","IL","Douglas County",17041,"Noncore",14,264,""
